train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4399059415684841,0.39435864185284303,0.3705758439857982,0.36114772772810444,0.44000787335151703,0.39456812860002416,0.37046445709058207,0.36146508511501063
