train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4367214520709726,0.4168789649852282,0.3892269291164777,0.39910499862983434,0.4342715743891123,0.4151176707013401,0.38639971685007485,0.3965635303121383
