train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43666872873492113,0.3878575768754067,0.3597499259101077,0.3495728989487854,0.4390377639681692,0.3921154371798391,0.36258575790333636,0.3527178037704789
