train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4424261170317465,0.40299226457202547,0.37851737368677313,0.3687213554272961,0.4410342209599865,0.4042486938202712,0.37807374769387825,0.36897193779711185
