train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4391080617495712,0.3961822647422039,0.38712208425147937,0.3803812039447824,0.4372662598768383,0.3947592209600675,0.38533548753302105,0.3790938572514002
