train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43623991226836883,0.3755737429397133,0.3760574538664472,0.33761976391534754,0.43595872114276074,0.37517872248234496,0.37555456325250963,0.3378801768588535
