train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4410799145178978,0.39749102534297903,0.38803571444198814,0.3825747330163978,0.43706942608891264,0.39538244901412245,0.38504449886336023,0.3799302891507319
