train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4391642999746928,0.4000627768867147,0.3876247800901619,0.38994334344874837,0.4399516351263954,0.40107297235086914,0.38713572778662964,0.3903640356635348
