train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.44394454911003006,0.4012114002362194,0.3954227257806393,0.3879834742049263,0.4429041419452802,0.40096400073846106,0.3939997454855666,0.3873276898249774
