train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43750175744453507,0.3810060081611696,0.38109028017190016,0.3639834613962694,0.4369007114135478,0.37965561329920544,0.3791929855979671,0.3628928844741001
