train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43755799566965664,0.37783491139842595,0.37906068766759865,0.355688096589828,0.43708348564519306,0.37730031776408846,0.377545723469737,0.35515536494481803
