train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.44027149003177457,0.3962750437427207,0.38095905316179146,0.37723972401791134,0.44156848409864186,0.4001039208419711,0.3827766422483037,0.38019443665679953
