train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43831369681972837,0.4050077651877515,0.3694509295030716,0.3629389569815059,0.43489019486545005,0.4006508537026848,0.365272803974089,0.35853026477941363
