train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.4382433990383264,0.4344301705367435,0.35480202539699746,0.3662390217558016,0.43567753001715265,0.42931597635959595,0.35216530405243074,0.3632235822773937
