train_accuracy,train_precision,train_recall,train_f1,test_accuracy,test_precision,test_recall,test_f1
0.43999732868430674,0.3966872779211185,0.37291153616377554,0.3690064735777676,0.43751933188988557,0.3941318707150556,0.37098423568235694,0.36675547540550846
